file,no,content,a,b,c,d,e,ans
2016-08-01-11-44-53.txt,2,看看切開的樣子，烤得剛剛好，超級嫩！搭配的薄荷醬汁更是絕配，有點酸酸甜甜的可以去膩。真的很意外在卓蘭︽⊙＿⊙︽可以吃到這麼棒的烤羊肩。真的難忘,女性朋友,新郎新娘,山上,細胞,廚櫃,c
2016-08-01-11-44-53.txt,3,豬頭飯、阿︽⊙＿⊙︽麵和阿桐意麵都在這裡，照片左邊的路上還有一家阿姬意麵的生意也很好,龍山寺,漁港,開館,坑子口,三義,e
2016-08-01-11-44-53.txt,4,名人館則展示誕生於︽⊙＿⊙︽地區，在各個領域名列台灣第一的四位知名人士。有杜聰明、江文也、盧修一及李登輝,三芝,雙城,金門旅遊,蘇澳,芦之牧,a
2016-08-01-11-44-53.txt,5,旅遊∥ ︽⊙＿⊙︽ - 吃吃喝喝系列：餃神二代水餃、小蝌蚪起司餅、︽⊙＿⊙︽老李蔥油餅,小琉球,荷方,品皇咖啡,心租,石灰岩,a
2016-08-01-12-47-00.txt,1,miss hana快乾防暈絲絨煙燻旋轉眼膠筆-可可棕 + 恆星雙用︽⊙＿⊙︽膠-香檳,眼影,糖水,丈夫,勤政殿,生長,a
2016-08-01-12-47-00.txt,2,尤其常常有許多女生都說︽⊙＿⊙︽很難吸收，或是買了在昂貴的︽⊙＿⊙︽效果怎麼都不顯著,去皮,服員,來品,保養品,小琉球,d
2016-08-01-12-47-00.txt,3,在︽⊙＿⊙︽人餐桌上幾乎也跟虱目魚分不開，像是虱目魚鹹粥、虱目魚頭、虱目魚丸、虱目魚麵線,海角,本地人,台南,三貂嶺,樹林,c
2016-08-01-12-47-00.txt,5,還有，果汁店，也是在︽⊙＿⊙︽自強夜市人氣很高的一款，尤其是這間妙不可言!!!!,行駛,后里,石牌,愛醬,花蓮,e
2016-08-01-12-47-00.txt,4,︽⊙＿⊙︽的建築特色令人難忘，可惜缺乏持續經營，週邊觀光沒有做起來，不然這裡可是值得一遊的好去處呢,暑氣,士林站,葫蘆,立屯區,太平大街,e
2016-08-01-13-49-09.txt,2,呼~~~總算是把這次︽⊙＿⊙︽三日遊的行程都po完，整理完畢，供大家參考囉~~,頭巾,科研,碟子,北海岸,電視牆,d
2016-08-01-13-49-09.txt,1,這間飯店坐落於大肚山上，可一眺整個台中市區美景，這次前往住宿單純就是渡假放鬆，享受一直待在房間，發呆聊天泡湯的愜意，由於這間飯店離台中市區有一大段距離，不想開車前往飯店的朋友們，可先跟飯店預約接駁車，可在︽⊙＿⊙︽上車,法則,烤餅,新光三越,筆畫,紅衣,c
2016-08-01-13-49-09.txt,3,糖廠改造的空間一直都是很有︽⊙＿⊙︽味道的遊憩景點，外圍像是公園一樣，而原本的倉庫或廠房則變身為展場，十鼓園區就是很讚的例子,倉庫,台南,樂屋,樹林,三貂嶺,b
2016-08-01-13-49-09.txt,4,時間還早那就再繞到︽⊙＿⊙︽去逛一逛，吃一吃吧!!不過當然以點心為主囉，先來隻小新鯛魚燒來解個點心饞,日景,奮起湖,高樓,大鵬灣,大遠百,e
2016-08-01-13-49-09.txt,5,之前在莫內咖啡有請教過老闆，因為最近非雨季，所以︽⊙＿⊙︽並不壯觀而且需要收票我們未進入,大楊梅鵝莊,思義,十分瀑布,燕子,西螺,c
2016-08-01-14-51-17.txt,2,三、 外出旅遊時：塗上有防曬效果的小蜜媞修︽⊙＿⊙︽，可預防黑色素沉澱與老化唇紋提早報到,護唇膏,電台,浴衣,住房,叔叔,a
2016-08-01-14-51-17.txt,1,還記得約莫兩年前我有買過一支類似的捲髮器!!但不是︽⊙＿⊙︽~是個韓國的牌子!!結果使用不到一個月就gg掛點，還因為捲的不是很順利造成頭髮有點燒焦或是打結的嚴重困,飛利浦,傳教,型式,男童,阿翔,a
2016-08-01-14-51-17.txt,3,"韓國cremorlab t.e.n.礦物智慧膚色調控︽⊙＿⊙︽ spf50, pa+++ 30m",cc霜,bvlgari,重度,香薰,givenchy,a
2016-08-01-14-51-17.txt,4,2013.07 2013日本藥妝失心瘋：6支日系︽⊙＿⊙︽+2支眼線筆使用心得大分,掃地,cartier,專科化妝水,睫毛膏,綠園,d
2016-08-01-14-51-17.txt,5,我拿我另一款︽⊙＿⊙︽手拿包來示範、實驗，也真的是有點髒了，別看它是黑色，我買了幾個︽⊙＿⊙︽手拿包，就它最難照顧，三不五時都要清潔一下，因為它是光滑羊皮，很容易沾染以及紋路等 ...，看起來就會很髒、很霧、不夠亮，所以一定要一直清，我現在也真的知道，為什麼大家都不買︽⊙＿⊙︽光滑面的包包，都要買個什麼荔枝皮等 ...，因為真的也是照顧很費工,單價,chanel,neogence,手部保養,主色,b
2016-08-01-15-53-26.txt,2,搖下車窗，關掉空調，呼吸著帶點濕潤的涼涼空氣，終於依約來到小山頭上的目的地，︽⊙＿⊙︽模的風格建築，一整片的綠色草地，感覺很舒服的地方,海灘,清水,國子,高質,船井,b
2016-08-01-15-53-26.txt,1,整體而言我覺得是一個很適合兩天一夜渡假的好地方，從下午15:00玩到隔天中午，包括烤肉、野溪戲水、火把夜遊....等等多項行程，民宿業者用心的安排，我們連哪都沒去，就好好的待在園區內享受著另類的休閒活動，我喜歡這種快樂的氛圍，漫步慢活體驗最原始的活動，吃喝玩樂一次享足，出外踏青，樂享生活，來一趟青山綠水之旅，感受苗栗︽⊙＿⊙︽的野趣與純樸,南庄,高中女生,樂章,紙膠,衣櫃,a
2016-08-01-15-53-26.txt,4,余基吉表示，億載︽⊙＿⊙︽去年首度舉辦國際鼓樂節，由於下午採取管制性參觀措施，一度引發民怨，今年特別加以改善，兼顧參觀古蹟及看表演的需求，加上品嘗美食及順道參觀德陽艦等賣點，讓億載︽⊙＿⊙︽今年春節的參觀人數倍增，由去年的一萬七千七百廿四人成長為三萬七千二百廿四人，古蹟門票收入也由去年的四十三萬五千元增加到八十三萬六千三百多元,燈會,教會,金城,黑翅螢,得安村,c
2016-08-01-15-53-26.txt,3,不過自從某次機緣不小心參加了︽⊙＿⊙︽的彩妝大賽後，當天仿妝的對象剛好就是泫雅!,冷門,whoo,origins,技巧,植村秀,e
2016-08-01-15-53-26.txt,5,︽⊙＿⊙︽鎮花手巾植物染工坊啟用於98年，在︽⊙＿⊙︽鎮文史工作協會努力下，將昔日常有人聚賭的菸樓舊模型建築，變身為展售客家媽媽們植物染製,書坊,松勇路,鳳林,海草,布達,c
2016-08-01-16-55-35.txt,2,位於︽⊙＿⊙︽三義鄉勝興村12鄰綠舟路1號，地理位置非常好找，且有完善的停車場可以停車，不用擔心找不到停車位,冷凝,苗栗縣,女僕,樓觀,丸子,b
2016-08-01-16-55-35.txt,3,照例買了我最喜歡的好走第一名之65mm高度。我以前是非十公分不穿，可是後來在中跟鞋和平底鞋的世界中找到了另一片天 xd。對於︽⊙＿⊙︽ rockstud，我覺得100mm很漂亮，而且很有氣勢，哈哈，但對我來說65mm有種更隨性美的chic,腮紅,valentino,屈臣氏,oriks,本灩色,b
2016-08-01-16-55-35.txt,1,︽⊙＿⊙︽協雲宮有高高低低好幾個停車場，建議把車停車外頭的停車場，再邊走邊賞櫻，各個角度都有不同的風景,工業風,苗栗,程式,頁面,金巴蘭,b
2016-08-01-16-55-35.txt,5,︽⊙＿⊙︽真的不只有車站！竟然來了，一定要上來看看！保證會讓你的記憶點多上更多,空靈,多良車站,武陵農場,新湖,川越,b
2016-08-01-16-55-35.txt,4,kiss me睫毛膏/︽⊙＿⊙︽雙效眉粉筆/msh眼線液筆/3ce唇膏/nars腮紅/ysl眼影/肌膚之鑰光耀幻妍,maybelline,日本表參道,酒紅,美白產品,美白款,a
2016-08-01-17-57-43.txt,2,湖面約20公頃，形狀近似五瓣清麗梅花，先總統蔣經國先生因而讚嘆命名為［︽⊙＿⊙︽］,小手,肉汁,梅花湖,葵花,離題,c
2016-08-01-17-57-43.txt,1,獲選南市代表將參加︽⊙＿⊙︽百年台灣十大烏魚子全國比賽的蘇國基，養殖烏魚快有二十年經驗，靠著對烏魚的熟稔，從養烏魚、剖卵到加工一手包辦，儘管去年名落孫山，但今年捲土重來，讓他一舉拿到進入全國賽的門票。蘇國基說，能與全國優質烏魚子一較高下，真是好高興,兒們,絮語,共用,建國,蛋雞,d
2016-08-01-17-57-43.txt,3,"老實說,︽⊙＿⊙︽我並不是只衷於一個品牌&gt;///&lt;但是有幾樣產品是固定會出現在我保養順序中",動刀,戀愛魔鏡,葵花籽,cosme,保養品,e
2016-08-01-17-57-43.txt,4,app分享生了三天才生出來&gt;''&lt; 麵媽一整個下午一直用︽⊙＿⊙︽騷擾我說到底甚麼時候要發文,歐恩伊,人實,line,好友,kanebo,c
2016-08-01-17-57-43.txt,5,擦完之後即使不再上任何的精華液 只要簡單擦一層︽⊙＿⊙︽鎖水 對我這大乾肌來說在冬天也很夠,蓄水,鏡子,lauder,pupa,乳液,e
2016-08-01-18-59-53.txt,1,"這裡之前gisele跟hannah都跟我大力推薦, 因為這個spa用的產品全部都是來自約旦死海的︽⊙＿⊙",保養品,陰雨,柿餅,冬粉,問度,a
2016-08-01-18-59-53.txt,2,回到民宿享用完早餐，我們就往下一站出發，途中經過︽⊙＿⊙︽水庫還下來拍照，因為從高處往下拍，碧綠的山谷，水庫的湖水，山下的房屋，交織而成美麗的風景,太亮,牡丹,賞金,奶瓶,故事性,b
2016-08-01-18-59-53.txt,3,第三天：翠峰景觀道路14k觀日出 - 翠峰湖 - 望洋山步道 - 蹦蹦車 - 茂興懷舊步道 - ︽⊙＿⊙︽溫泉 - 夜宿︽⊙＿⊙︽友誠溫泉飯,瓦城泰國料理,輕塵,觀景,礁溪,山上,d
2016-08-01-18-59-53.txt,4,︽⊙＿⊙︽周邊的小吃和左岸單車遊行程之後，接下來要來推薦也是在渡船頭附近的米倉國小-小米蟲咖啡，這裡離五福宮和渡船頭應該差不多只有5分鐘車程,八里渡船頭,月津港燈節,遊樂,安仁,名間鄉,a
2016-08-01-18-59-53.txt,5,這一趟︽⊙＿⊙︽的悠閒旅遊就在開車回到北部之後告一段落，我相信短期內我一定還會再到︽⊙＿⊙︽，享受南國的椰風和陽光。你也在計畫下一趟旅行嗎？來一趟︽⊙＿⊙︽的小旅行，不必出國也有出國玩耍的滿足感喔,墾丁,山線,朴子,社頭,私人,a
2016-08-01-20-02-03.txt,1,︽⊙＿⊙︽也是台灣的招牌景點之一，不管是大晴天或煙霧瀰漫，都散發著不同的美！若是第一次來︽⊙＿⊙︽的人，可以將車子停在水社碼頭這邊，然後下去沿著環河步道逛逛。也可以選擇坐船遊湖，到對岸的碼頭或景點遊覽，也可以開車環湖，沿路也有一些景點像是文武廟、慈恩塔等景點！若是只想要隨性，那麼就沿著湖的四週走走晃晃，真的是好美呀！湖的四週也是有些咖啡店，像是星巴克或天仁茗茶，走累了在這邊休息一下也是不錯的唷,康樂,很扁,力道,日月潭,花飾,d
2016-08-01-20-02-03.txt,3,所以單用手搓你就會摸到滿滿的一粒粒小顆粒 我覺得可以有去角質的功效 用在︽⊙＿⊙︽非常棒,鑽美白,身體去角質,天會,高分子,suncut,b
2016-08-01-20-02-03.txt,2,八達子旁這家是總店樓上是製作工廠，目前在大︽⊙＿⊙︽的金城也有一家分店，除了販售自家貢糖,會議,金門,人生,愛心,編織,b
2016-08-01-20-02-03.txt,4,哇~怎麼有一顆繽紛閃耀32尺高的聖誕樹，正在照亮︽⊙＿⊙︽市，冬季的星空、浪漫的燈海,明水,五甲,石牛溪,新北,車埕車站,d
2016-08-01-20-02-03.txt,5,今年旅展規模擴大，增加不少新參展單位，包括澳門威尼斯人酒店、新竹喜來登、南投日月行館、︽⊙＿⊙︽大飯店、台北歐華飯店、北投加賀屋、喜鴻旅行社等。為了方便民眾收集旅遊情報，itf線上旅展提前在10月22日搶先曝光，內容包括參展單位名錄及簡介、攤位平面圖、旅展優惠訊息，以及大會抽獎獎項、旅遊產品說明會,李白,土溝,漁場,澎湖,日月潭,e
2016-08-01-21-04-14.txt,2,其實是這個周末我帶著子喬子鈞在︽⊙＿⊙︽活動，既然走訪了科博館旁的城堡樂園，也預約了魚麗共同廚房用餐，心一橫想:乾脆再多擠一個親子主題的餐廳進來，幫choyce網誌的網友們探探路看看好不好玩啊,家門,台中,機位,山花,古墓,b
2016-08-01-21-04-14.txt,1,休息夠了，繼續往前走，進到︽⊙＿⊙︽鼻高繞點的草原區。而這個區域的路況，大致上還不錯，只是有一小段路，還是要利用繩索上下,大戰,觀音,胰島素,物性,範例,b
2016-08-01-21-04-14.txt,4,介紹幸福20號農場時，便讓小j 立志要趕緊補上此次︽⊙＿⊙︽之行的相關文章，因為我們這次也去了幸福20號農場ㄋ，真是太巧了呀…,白河,旺萊貓,宜蘭,新莊,合肥,c
2016-08-01-21-04-14.txt,3,我覺得因為它更潤的關係，反而讓我整個皮膚更吃妝，因為我現在肌膚真的隨著年齡增長，越來越乾，但就也還是會出油、會長痘痘，不過也是需要滋潤，滋潤好了，肌膚油水平衡達到了，整個妝容也會比較好看，先用激光煥白︽⊙＿⊙︽spf50+/pa++全臉打底，有足夠的潤、修飾,部位,迪琳,理膚寶水,粉底液,diptyque,d
2016-08-01-21-04-14.txt,5,而且︽⊙＿⊙︽ c.的價格非常親民，不論是小資女或是學生也都可以很安心的入手喔,薄荷精,保濕噴霧,瑰柏翠,bevy,市佔率,d
2016-08-01-23-11-35.txt,2,在拍完這隻引人注意摺耳貓，便回到廣場搭接駁車回︽⊙＿⊙︽捷運站。而在等捷運的時候，因為接近日落時分，在月台就可以欣賞到不錯的景色,淡水,舌尖,記性,秘笈,養分,a
2016-08-01-23-11-35.txt,1,教師新村裡面有個低調卻頗有人氣的窩柢咖啡公寓，這裡的周邊環境跟︽⊙＿⊙︽市的gorogoro有點相似，都是隱身老社區巷內鬧中取靜，讓人忘了外頭大馬路的車水馬龍,香皂,小碟,宜蘭,外頭,戰士,c
2016-08-01-23-11-35.txt,3,︽⊙＿⊙︽的美白概念，就是在透過美白的同時，也要把皺掉的紙儘量回到平滑感，這樣的白，才能夠達到真正的白，根據︽⊙＿⊙︽表示，這次全新的淨膚淡斑精華，是第一支目前市場上雙胜肽的產品，簡單來說，胜,星燦,寄件,revive,fasio,康是美,c
2016-08-01-23-11-35.txt,4,到糖廠一定要到台糖展售館吃冰或者買買伴手禮，這裡的特色冰品: 紅豆酵母冰，吃起來味道很妙，但我個人不是很喜歡xdd，其他的冰品都很不錯吃喔~夏天一定要來這一味消消暑。這裡也有買一些熱食喔~除此之外，︽⊙＿⊙︽糖廠內也,玄空,連江縣,朝日號,橋頭,專線,d
2016-08-01-23-11-35.txt,5,所以大家即使不是敏感肌也一定要注意 不要擦會傷害肌膚的︽⊙＿⊙︽or化妝品唷^,秋妝,cosme,保養品,黃芩,戀愛魔鏡,c
2016-08-02-00-13-42.txt,2,※免費礦泉水，茶包，咖啡，︽⊙＿⊙︽精緻小點心，高級依必朗洗髮精沐浴乳，牙膏牙刷、  紙毛巾、大浴巾，洗衣精,台南,鐘乳,盆栽,整瓶,唇頰,a
2016-08-02-00-13-42.txt,3,來到陽台，真的坐擁整片山景，如果天氣不是這樣霧濛濛的，應該可以看見對面山頭的︽⊙＿⊙︽咖啡店家們,八仙洞,紫藤,板橋,咖啡,古坑,e
2016-08-02-00-13-42.txt,1,2012-2013年常用的3罐保濕乳霜大評比 - sana五合一豆乳︽⊙＿⊙︽、肌研濃極潤高保濕五合一乳霜、pdc五合一保濕凝,本川,船舶,小事,保濕精華,冰獄,d
2016-08-02-00-13-42.txt,4,平常外出或是到海邊玩都要先擦上angel key無瑕美腿︽⊙＿⊙︽    減少肌膚傷害還能美化雙腿喔！,cc霜,黏液,givenchy,bvlgari,眼折,a
2016-08-02-00-13-42.txt,5,代購購買時還︽⊙＿⊙︽我說只剩一個而已，搞得我好緊張，因為她說差點就被後面的大陸人搶走,客邦,歐恩伊,泰迪熊,line,kanebo,d
2016-08-02-01-15-50.txt,1,mango cafe 芒果咖啡 - ︽⊙＿⊙︽店 &amp; 斗六店 - 老闆娘 芒果女王 我欣賞你啦..,莿桐,壁板,星巴,棉質,字領,a
2016-08-02-01-15-50.txt,2,look1 成熟姐姐風格 #04 aurora sweet腮紅+#07 daily ︽⊙＿⊙︽唇,馨樂庭,pink,腳痛,八斗子,淡化,b
2016-08-02-01-15-50.txt,3,我們在家時，化妝前也可以多上一道妝前保養︽⊙＿⊙︽or專門的妝前乳，給予肌膚足夠的保濕度,lauder,水壓,乳液,pupa,嘴角,c
2016-08-02-01-15-50.txt,4,。︽⊙＿⊙︽ 防曬真的超泛白的...連我在塗上bb cream還是有白面鬼的底妝...orz..,光唇,蜜粉餅,色款,唇部保養,nivea,e
2016-08-02-01-15-50.txt,5,如果來君鴻國際酒店住宿，可以坐到︽⊙＿⊙︽ 三多商圈站並從2號出口走出來，走路大約5-10分鐘，如果行李太多的話，記一下接駁車的時刻表，會有整點接送的服務，非常方便,高雄,西湖,家帶,扇形車站,鐵道,a
2016-08-02-02-17-58.txt,2,這款強調可以一罐抵七罐，同時具有乳液、下地、︽⊙＿⊙︽、防曬、提升血色感、平衡膚色、打造透明感...的用途,業界,水道,遮瑕,綠水,松柏,c
2016-08-02-02-17-58.txt,1,因為天氣預報說隔天會有寒流　加上去︽⊙＿⊙︽跑完後　肚子也髒　決定第一天就洗狗唄!!,糖色,肩帶,鯉魚潭,太帥,戲劇,c
2016-08-02-02-17-58.txt,3,而旅遊主要目的還是放空與放鬆囉，於是很單純地在吃完午餐以後，直接過來︽⊙＿⊙︽囉。：,青埔,黑壁,青青草原,異人館,屋頂棕櫚餐廳,c
2016-08-02-02-17-58.txt,5,顧名思義就是煙燻，既然是煙燻，自然就是要暈染，所以這樣的持色煙燻︽⊙＿⊙︽，關鍵點不是在會不會暈，因為不會用它來畫眼線，而是考量夠不夠持妝,地方,眼線筆,分界,burberry,法國名牌,b
2016-08-02-02-17-58.txt,4,利用彰化在地特色融入其各自風格中，在各角落為︽⊙＿⊙︽量身打造出專屬畫作，讓遊客來到彰化︽⊙＿⊙︽，就能享受現代活力與歷史風味相結合的衝突感與特色,散散步,長月燒肉,福神,樹林,百寶村,e
2016-08-02-03-20-07.txt,1,是化妝水完用奇蹟水、奇蹟水完上︽⊙＿⊙︽，再用肌底保濕晶萃凝凍加強保濕讓肌膚也多喝水噢,精華液,模具,鳴子,資源,溪谷,a
2016-08-02-03-20-07.txt,3,是說，如果這個是我在專櫃買的話，那我還真的大概有點瘋了 ...，據說這樣三本一式，︽⊙＿⊙︽定價是上千元，還不一定想買就能買到，我是後來同樣在fb的二手精品社團中挖到的寶，因為有人500元出售，想說蠻特別的，買來玩玩當作一種記錄，也好奇︽⊙＿⊙︽在做這樣的便利貼的文具品是怎麼設計的,時鐘,染膏,舒芙蕾水凝霜,品木宣言,hermes,e
2016-08-02-03-20-07.txt,2,的校園導覽圖，每一棟建築皆清楚的標識，清楚地看到自己穿越了三分之二的成大，接下來終於要準備邁入精采的︽⊙＿⊙︽校區,茉莉花,光復,前台,開衩,天籟,b
2016-08-02-03-20-07.txt,4,它的對面就是︽⊙＿⊙︽溫泉博物館、圖書館等，到︽⊙＿⊙︽主要景點，步行幾分鐘就可以到了,豆腐店,武嶺,跨海大橋,親水,北投,e
2016-08-02-03-20-07.txt,5,『墾丁休閒飛靶射擊場』位於︽⊙＿⊙︽，不過離大家熟知的『︽⊙＿⊙︽市區』有段距離，它位在『網紗里坑』，反正是一個還挺,湯野,恆春,標高,松德路,樟樹,b
2016-08-02-04-22-13.txt,2,我覺得如果恢複原價，一間房要價三千多，以飯店所在的位置以及目前這樣的水準，實在很難跟︽⊙＿⊙︽其它的飯店競爭，如果有像這樣一千元左右特價的話，我才會考慮入住,水洞,番茄,男童,台中,航空公司,d
2016-08-02-04-22-13.txt,1,從民國79年良金牧場為處理酒糟過剩污染海洋問題而飼養︽⊙＿⊙︽酒糟牛，現在特別推出︽⊙＿⊙︽和牛等級的酒糟牛肉麵,樓梯,金門,圓弧,家家酒,財團,b
2016-08-02-04-22-13.txt,5,︽⊙＿⊙︽的濕氣很重，梯面並不大，所以一不小心會踩空，所以，在上下樓梯的時候要特別特別的小心,回房,山上,山房,橋頭,錦記,b
2016-08-02-04-22-13.txt,3,是否注意過超市及大賣場販售的茭白筍，標示產地大多是埔里，因為茭白筍最大種植地正是︽⊙＿⊙︽，自然也,龍井,南投埔里,西港,柿餅,原生,b
2016-08-02-04-22-13.txt,4,每年的六月、七月，都是︽⊙＿⊙︽的主打旺季，dolce &amp; gabbana不免俗的也在夏季彩妝lace系列下推出了︽⊙＿⊙︽，單從外包裝的黑色lace花紋就相當地引人入勝，再壓上金色的dolce &amp; gabbana字體logo，相當地美麗，如果說這支︽⊙＿⊙︽上的lace摸起來是稍微有些立體感的握感，那就真的會是相當吸引人的作品,睫毛膏,教主,cartier,流體,專科化妝水,a
2016-08-02-05-24-21.txt,2,使用一卡通pass和信用卡，前一小時都是免費！比︽⊙＿⊙︽ubike還優惠，有差別的是第二小時之後，一卡通是10元，信用卡是20元！,優格,臺北,澹寧居,照片,質量,b
2016-08-02-05-24-21.txt,1,︽⊙＿⊙︽的部份也是以裸色肌調為主，僅管有粉紅色，也是稍微調暗一些的粉紅色，整個系列沉穩、成熟，卻又相當具有吸引力,指甲油,人性,阿修羅,白茅,小酌,a
2016-08-02-05-24-21.txt,5,這些戶外藝術裝置很有趣，聽說是︽⊙＿⊙︽學生的作品，不止是好看而已，還真的可以走上去、甚至爬上去體驗與欣賞風景，其中那個可伸展出去的樹屋，讓我想到小時候看的湯姆歷險記卡通,天仁,永安村,實踐大學,瑪家,花坊,c
2016-08-02-05-24-21.txt,3,在這對面就已經看到整片的︽⊙＿⊙︽稻田，這天的陽光已經把那整片綠油油　照射得讓人會倒吸口,三福路,池上,藝廊,湯宿,意誠里,b
2016-08-02-05-24-21.txt,4,平常外出的時候也可以倒一點點在︽⊙＿⊙︽鬆粉裡頭定妝用 讓普通的︽⊙＿⊙︽也多了一層保養的功,缺點,aesop,夾心,安美諾,蜜粉,e
2016-08-02-06-26-27.txt,1,"sport bra: adidas, dress: oasis, skirt &amp; rubber sandals: topshop, ︽⊙＿⊙︽: asos, necklace: h&amp;",earrings,牛群,老店,結帳,歐霸,a
2016-08-02-06-26-27.txt,2,這次的魅影盛宴亮體︽⊙＿⊙︽是kojima以紅薔薇花瓣的優雅漸層色澤為發想，設計名為 violetta的面具，以薔薇花,香屋,蜜粉餅,物料,蔡先生,炸串,b
2016-08-02-06-26-27.txt,3,"目前冰品有招牌上這幾種口味,帆帆貓最推薦的是︽⊙＿⊙︽跟鳳梨喔~酸酸甜甜幼綿綿,入口即化很好吃喔^",太香,二氧化,西湖,大鵬灣,芋頭,e
2016-08-02-06-26-27.txt,4,︽⊙＿⊙︽海牛車+普天宮→遊客服務中心→過湖農莊-fresh saladay~水耕蔬菜→※宏明海產餐廳-做伙來辦,遺跡,吉蒸牧場,大甲芋,芳苑,竹子,d
2016-08-02-06-26-27.txt,5,有大罐的雪肌精化妝水+小罐美白︽⊙＿⊙︽+小塊洗顏皂，內容物都很實用唷！化妝水是360ml的容量,鈴蘭,pupa,lauder,乳液,米糠,d
2016-08-02-07-28-35.txt,1,拉維洛ravello其實這個名詞來自於義大利，在網路上搜尋可以知道這是一個位於那不勒斯近郊阿瑪菲海岸附近海拔350米，藏身青山翠谷中的美麗山城裡的小鎮，但，位於花蓮的拉維洛雖然不位於山城中，但這裡卻可以眺望美麗的︽⊙＿⊙︽,光碟,太平,作息,社長,孩子王,b
2016-08-02-07-28-35.txt,4,︽⊙＿⊙︽旁的美麗國小，和︽⊙＿⊙︽連接的部分目前仍在施工中，建築看來古色古香,名號,仁武,頂溪社區,朱銘,孔廟,e
2016-08-02-07-28-35.txt,3,在吊︽⊙＿⊙︽會有工作人員進行驗票並且進行人數控管，考量維護及安全性，本橋限制重量1200公斤約15人通行,橋頭,名店,朝日號,連江縣,汽船,a
2016-08-02-07-28-35.txt,2,另外，滿15000的同時還有附贈一支奢華訂製cc︽⊙＿⊙︽#400 精巧版，特別拿一支同樣是#400的奢華訂製cc︽⊙＿⊙︽來比對一下整個size的落差大概如照片，不過以精巧版能做到如此，成本其實也相當高了，用心的是不會因為是精巧版就改成黑色口紅瓶身，反倒繼續延續奢華訂製cc︽⊙＿⊙︽的紅色瓶身概念，而且份量十足，又是#400正紅色，偶爾想要很既定的美麗就能很輕巧的幻身,唇膏,耗資,明倫,地形,刮皮,a
2016-08-02-07-28-35.txt,5,︽⊙＿⊙︽溫馨小棧夢想館，擁有絕佳的景色、備有超舒服按摩椅、泡澡浴缸、間間四人房配置,台中縣,宜蘭羅東,割稻,大甲芋,掌櫃,b
2016-08-02-08-30-44.txt,1,4月雪油桐花才剛追完，5月初就接著賞金針花！沐心泉休閒農場金針花海位於︽⊙＿⊙︽，大致位置在安妮公主花園和薰衣草森林之間，沿著薰衣草森林指標走，過了中和國小不久注意左手邊,寿司,聚光,層次,台中新社,版子,d
2016-08-02-08-30-44.txt,2,..店家介紹是︽⊙＿⊙︽國宴名菜..以雞肉豬肉蝦仁剁成泥後熬成高湯加入玉米粉..等凝固成形沏成小塊狀裹粉下去炸成金黃色.,腹部,藍底,宜蘭,海鷗,出境,c
2016-08-02-08-30-44.txt,3,雖然現在還是寒冷的冬天，但遇到台北難得一見的陽光總是特別興奮，太陽公公就是有讓人熱血的魔力，因此我們說走就走，決定前往︽⊙＿⊙︽戲水。從台北市走高速 公路其實很快就可以抵達了，但因為我們先去淡水一趟，所以只能走洲美快速道路，開了一個小時才抵達淡水，然後又開了４０分鐘才抵達金山，果然是熱血行程,國界,景區,嘉義東石,百里香牛肉麵,北海岸,e
2016-08-02-08-30-44.txt,4,所以最後還是挑了老梗但安全的br-1以及在︽⊙＿⊙︽眼影比較少見的橘色系or-6,冰晶,水妍煥白,橘樹,visee,乳油木,d
2016-08-02-08-30-44.txt,5,根據蟹子提供的情報，︽⊙＿⊙︽鄉在台9線上的章，晚上還有開的店，山海關加油站就是一處，順利找到,達仁,林地,淡水漁人碼頭,綠色隧道,平行,a
2016-08-02-09-32-50.txt,2,這時我打算繼續北上，往︽⊙＿⊙︽前進。但朋友說繼續走西濱海線危險，還是切回較為熱鬧的台1線吧,台中,前衛,病人,瑪莉,友情,a
2016-08-02-09-32-50.txt,1,導入儀器與特調的保濕產品一起在臉上不斷的遊走~會聽到一種導入儀器發出來的吱吱細聲~而保濕的產品小櫻桃覺得像是介於凝膠跟︽⊙＿⊙︽間的質感，光做完保濕導入，我就覺得我的臉好保有水分喔,冒險,滑車,乳液,專業,地標,c
2016-08-02-09-32-50.txt,3,明明睡好飽，黑眼圈也沒有改善的意思，明明︽⊙＿⊙︽都有在塗抹，黑眼圈也沒有消失的打算...,cosme,保養品,戀愛魔鏡,網拍,功能性,b
2016-08-02-09-32-50.txt,4,雖然說︽⊙＿⊙︽度不是我用過最好的啦，但快速拍一下就還是可以把黑眼圈什麼的都蓋得差不多了,laduree,冷宮,cosme,銀粉,遮瑕,e
2016-08-02-09-32-50.txt,5,好一段時間以來爬文的心得，還滿多人都推薦︽⊙＿⊙︽的，而且當時台灣還買不到！要買就得,拉提,面油,fendi,肌研白潤,clarisonic,e
2016-08-02-10-34-59.txt,1,一年沒再踏入︽⊙＿⊙︽，這裡變化真的相當多，不知道下次再踏入這塊土地，是否又會有不一樣的感覺呢,墾丁,涼拌菜,邊框,生田,金金,a
2016-08-02-10-34-59.txt,3,順待提一下，來之前我無知的以為華泰瑞苑在︽⊙＿⊙︽就看不到海，殊不知不管是山還是海，房間都看得到，海景套房真的沒有亂唬爛!,邊間,錦記,大姐,橋頭,山上,e
